Upload an audio file,Transcription,flag,username,timestamp
C:\Users\USER\Documents\Master2 DIT\deep_learning\ASR_wav2vec2\flagged\Upload an audio file\25c31bc91b243feb83121a0634b4b79f8177357f\tmprjaf8g9z.wav,,,,2023-09-25 11:11:06.716844
